str	G2	FW	PVB	SKT	IG	TL
212121122112	t	t	m	m	t	m
112121122112	t	t	m	m	t	m
221121122112	t	t	f	f	t	t
121121122112	t	t	f	f	t	t
211121122112	t	t	m	m	t	m
111121122112	t	t	m	m	t	m
222211122112	t	t	f	t	t	f
122211122112	t	m	f	t	t	m
212211122112	t	t	f	t	t	f
112211122112	t	t	f	t	t	f
221211122112	t	t	f	t	t	f
121211122112	t	m	f	t	t	m
211211122112	t	t	f	t	t	f
111211122112	t	t	f	t	t	f
222111122112	t	t	f	t	t	f
122111122112	t	t	f	t	t	f
212111122112	t	t	m	m	t	f
112111122112	t	t	m	m	t	f
221111122112	t	t	f	t	t	f
121111122112	t	t	f	t	t	f
211111122112	t	t	m	m	t	f
111111122112	t	t	m	m	t	f
222222212112	t	f	f	t	t	t
122222212112	t	f	f	t	t	t
212222212112	t	m	f	m	t	m
112222212112	t	f	f	t	t	t
221222212112	t	f	f	t	t	t
121222212112	t	f	f	t	t	t
211222212112	t	m	f	m	t	m
111222212112	t	f	f	t	t	t
222122212112	t	t	f	f	t	t
122122212112	t	t	f	f	t	t
212122212112	t	t	f	f	t	t
112122212112	t	t	f	f	t	t
221122212112	t	t	f	f	t	t
121122212112	t	t	f	f	t	t
211122212112	t	t	f	f	t	t
111122212112	t	t	f	f	t	t
222212212112	t	m	f	m	t	m
122212212112	t	f	f	t	t	t
212212212112	t	t	f	t	t	f
112212212112	t	m	f	t	t	m
221212212112	t	m	f	m	t	m
121212212112	t	f	f	t	t	t
211212212112	t	t	f	t	t	f
111212212112	t	m	f	t	t	m
222112212112	t	t	f	f	t	t
122112212112	t	t	f	f	t	t
212112212112	t	t	f	m	t	m
112112212112	t	t	f	m	t	m
221112212112	t	t	f	f	t	t
121112212112	t	t	f	f	t	t
211112212112	t	t	f	m	t	m
111112212112	t	t	f	m	t	m
222221212112	t	t	f	f	t	t
122221212112	t	f	f	t	t	t
212221212112	t	t	f	f	t	t
112221212112	t	f	f	t	t	t
221221212112	t	t	f	f	t	t
121221212112	t	f	f	t	t	t
211221212112	t	t	f	f	t	t
111221212112	t	f	f	t	t	t
222121212112	t	t	f	f	t	t
122121212112	t	t	f	f	t	t
212121212112	t	t	f	f	t	t
112121212112	t	t	f	f	t	t
221121212112	t	t	f	f	t	t
121121212112	t	t	f	f	t	t
211121212112	t	t	f	f	t	t
111121212112	t	t	f	f	t	t
222211212112	t	t	f	f	t	t
122211212112	t	f	f	t	t	t
212211212112	t	t	f	m	t	m
112211212112	t	m	f	m	t	m
221211212112	t	t	f	f	t	t
121211212112	t	f	f	t	t	t
211211212112	t	t	f	m	t	m
111211212112	t	m	f	m	t	m
222111212112	t	t	f	f	t	t
122111212112	t	t	f	f	t	t
212111212112	t	t	f	f	t	t
112111212112	t	t	f	f	t	t
221111212112	t	t	f	f	t	t
121111212112	t	t	f	f	t	t
211111212112	t	t	f	f	t	t
111111212112	t	t	f	f	t	t
222222112112	t	m	f	t	t	m
122222112112	t	f	f	t	t	t
212222112112	t	t	f	t	t	f
112222112112	t	m	f	t	t	m
221222112112	t	m	f	t	t	m
121222112112	t	f	f	t	t	t
211222112112	t	t	f	t	t	f
111222112112	t	m	f	t	t	m
222122112112	t	t	f	t	t	f
122122112112	t	m	f	m	t	m
212122112112	t	t	f	t	t	f
112122112112	t	t	f	t	t	f
221122112112	t	t	f	t	t	f
121122112112	t	m	f	m	t	m
211122112112	t	t	f	t	t	f
111122112112	t	t	f	t	t	f
222212112112	t	t	f	t	t	f
122212112112	t	m	f	t	t	m
212212112112	t	t	f	t	t	f
112212112112	t	t	f	t	t	f
221212112112	t	t	f	t	t	f
121212112112	t	m	f	t	t	m
211212112112	t	t	f	t	t	f
111212112112	t	t	f	t	t	f
222112112112	t	t	f	t	t	f
122112112112	t	t	f	t	t	f
212112112112	t	t	f	t	t	f
112112112112	t	t	f	t	t	f
221112112112	t	t	f	t	t	f
121112112112	t	t	f	t	t	f
211112112112	t	t	f	t	t	f
111112112112	t	t	f	t	t	f
222221112112	t	m	f	t	t	m
122221112112	t	f	f	t	t	t
212221112112	t	t	f	t	t	f
112221112112	t	m	f	t	t	m
221221112112	t	m	f	t	t	m
121221112112	t	f	f	t	t	t
211221112112	t	t	f	t	t	f
111221112112	t	m	f	t	t	m
222121112112	t	t	f	f	t	t
122121112112	t	t	f	f	t	t
212121112112	t	t	f	t	t	f
112121112112	t	t	f	t	t	f
221121112112	t	t	f	f	t	t
121121112112	t	t	f	f	t	t
211121112112	t	t	f	t	t	f
111121112112	t	t	f	t	t	f
222211112112	t	t	f	t	t	f
122211112112	t	m	f	t	t	m
212211112112	t	t	f	t	t	f
112211112112	t	t	f	t	t	f
221211112112	t	t	f	t	t	f
121211112112	t	m	f	t	t	m
211211112112	t	t	f	t	t	f
111211112112	t	t	f	t	t	f
222111112112	t	t	f	t	t	f
122111112112	t	t	f	t	t	f
212111112112	t	t	f	t	t	f
112111112112	t	t	f	t	t	f
221111112112	t	t	f	t	t	f
121111112112	t	t	f	t	t	f
211111112112	t	t	f	t	t	f
111111112112	t	t	f	t	t	f
222222221112	t	f	f	t	t	t
122222221112	t	f	f	t	t	t
212222221112	t	f	f	t	t	t
112222221112	t	f	f	t	t	t
221222221112	t	f	f	t	t	t
121222221112	t	f	f	t	t	t
211222221112	t	f	f	t	t	t
111222221112	t	f	f	t	t	t
222122221112	t	t	f	f	t	t
122122221112	t	m	f	m	t	t
212122221112	t	t	f	f	t	t
112122221112	t	m	f	m	t	t
221122221112	t	t	f	f	t	t
121122221112	t	m	f	m	t	t
211122221112	t	t	f	f	t	t
111122221112	t	m	f	m	t	t
222212221112	t	f	f	t	t	t
122212221112	t	f	f	t	t	t
212212221112	t	m	f	t	t	m
112212221112	t	f	f	t	t	t
221212221112	t	f	f	t	t	t
121212221112	t	f	f	t	t	t
211212221112	t	m	f	t	t	m
111212221112	t	f	f	t	t	t
222112221112	t	t	f	f	t	t
122112221112	t	m	f	m	t	t
212112221112	t	t	f	m	t	m
112112221112	t	m	f	m	t	m
221112221112	t	t	f	f	t	t
121112221112	t	m	f	m	t	t
211112221112	t	t	f	m	t	m
111112221112	t	m	f	m	t	m
222221221112	t	f	f	t	t	t
122221221112	t	f	f	t	t	t
212221221112	t	m	m	m	t	t
112221221112	t	f	m	m	t	t
221221221112	t	f	f	t	t	t
121221221112	t	f	f	t	t	t
211221221112	t	m	m	m	t	t
111221221112	t	f	m	m	t	t
222121221112	t	t	f	f	t	t
122121221112	t	t	f	f	t	t
212121221112	t	t	f	f	t	t
112121221112	t	t	f	f	t	t
221121221112	t	t	f	f	t	t
121121221112	t	t	f	f	t	t
211121221112	t	t	f	f	t	t
111121221112	t	t	f	f	t	t
222211221112	t	f	f	t	t	t
122211221112	t	f	f	t	t	t
212211221112	t	m	m	m	t	m
112211221112	t	f	m	m	t	m
221211221112	t	f	f	t	t	t
121211221112	t	f	f	t	t	t
211211221112	t	m	m	m	t	m
111211221112	t	f	m	m	t	m
222111221112	t	t	f	f	t	t
122111221112	t	t	f	f	t	t
212111221112	t	t	m	f	t	m
112111221112	t	m	m	f	t	m
221111221112	t	t	f	f	t	t
121111221112	t	t	f	f	t	t
211111221112	t	t	m	f	t	m
111111221112	t	m	m	f	t	m
222222121112	t	f	f	t	t	t
122222121112	t	f	f	t	t	t
212222121112	t	m	f	t	t	m
112222121112	t	f	f	t	t	t
221222121112	t	f	f	t	t	t
121222121112	t	f	f	t	t	t
211222121112	t	m	f	t	t	m
111222121112	t	f	f	t	t	t
222122121112	m	m	f	m	t	m
122122121112	t	f	f	t	t	t
212122121112	t	t	f	t	t	f
112122121112	t	m	f	t	t	m
221122121112	t	m	f	m	t	m
121122121112	t	f	f	t	t	t
211122121112	t	t	f	t	t	f
111122121112	t	m	f	t	t	m
222212121112	t	m	f	t	t	m
122212121112	t	f	f	t	t	t
212212121112	t	t	f	t	t	f
112212121112	t	m	m	t	t	m
221212121112	t	m	f	t	t	m
121212121112	t	f	f	t	t	t
211212121112	t	t	f	t	t	f
111212121112	t	m	m	t	t	m
222112121112	t	t	f	t	t	f
122112121112	t	m	f	t	t	m
212112121112	t	t	f	t	t	f
112112121112	t	t	f	t	t	f
221112121112	t	t	f	t	t	f
121112121112	t	m	f	t	t	m
211112121112	t	t	f	t	t	f
111112121112	t	t	f	t	t	f
222221121112	t	f	f	t	t	t
122221121112	t	f	f	t	t	t
212221121112	t	m	m	t	t	m
112221121112	t	f	m	t	t	m
221221121112	t	f	f	t	t	t
121221121112	t	f	f	t	t	t
211221121112	t	m	m	t	t	m
111221121112	t	f	m	t	t	m
222121121112	t	t	f	f	t	t
122121121112	t	m	f	m	t	t
212121121112	t	t	m	m	t	m
112121121112	t	m	m	m	t	m
221121121112	t	t	f	f	t	t
121121121112	t	m	f	m	t	t
211121121112	t	t	m	m	t	m
111121121112	t	m	m	m	t	m
222211121112	t	m	f	t	t	m
122211121112	t	f	f	t	t	t
212211121112	t	t	f	t	t	f
112211121112	t	f	t	t	t	f
221211121112	t	m	f	t	t	m
121211121112	t	f	f	t	t	t
211211121112	t	t	f	t	t	f
111211121112	t	f	t	t	t	f
222111121112	t	t	f	t	t	f
122111121112	t	m	f	m	t	m
212111121112	t	t	m	m	t	f
112111121112	t	m	m	m	t	f
221111121112	t	t	f	t	t	f
121111121112	t	m	f	m	t	m
211111121112	t	t	m	m	t	f
111111121112	t	m	m	m	t	f
222222211112	t	f	f	t	t	t
122222211112	t	f	f	t	t	t
212222211112	t	f	f	t	t	t
112222211112	t	f	f	t	t	t
221222211112	t	f	f	t	t	t
121222211112	t	f	f	t	t	t
211222211112	t	f	f	t	t	t
111222211112	t	f	f	t	t	t
222122211112	t	t	f	f	t	t
122122211112	t	m	f	m	t	t
212122211112	t	t	f	f	t	t
112122211112	t	m	f	m	t	t
221122211112	t	t	f	f	t	t
121122211112	t	m	f	m	t	t
211122211112	t	t	f	f	t	t
111122211112	t	m	f	m	t	t
222212211112	t	f	f	t	t	t
122212211112	t	f	f	t	t	t
212212211112	t	m	f	t	t	m
112212211112	t	f	f	t	t	t
221212211112	t	f	f	t	t	t
121212211112	t	f	f	t	t	t
211212211112	t	m	f	t	t	m
111212211112	t	f	f	t	t	t
222112211112	t	t	f	f	t	t
122112211112	t	m	f	m	t	t
212112211112	t	t	f	m	t	m
112112211112	t	m	f	m	t	m
221112211112	t	t	f	f	t	t
121112211112	t	m	f	m	t	t
211112211112	t	t	f	m	t	m
111112211112	t	m	f	m	t	m
222221211112	t	f	f	t	t	t
122221211112	t	f	f	t	t	t
212221211112	t	f	f	t	t	t
112221211112	t	f	f	t	t	t
221221211112	t	f	f	t	t	t
121221211112	t	f	f	t	t	t
211221211112	t	f	f	t	t	t
111221211112	t	f	f	t	t	t
222121211112	t	t	f	f	t	t
122121211112	t	t	f	f	t	t
212121211112	t	t	f	f	t	t
112121211112	t	t	f	f	t	t
221121211112	t	t	f	f	t	t
121121211112	t	t	f	f	t	t
211121211112	t	t	f	f	t	t
111121211112	t	t	f	f	t	t
222211211112	t	f	f	t	t	t
122211211112	t	f	f	t	t	t
212211211112	t	m	f	m	t	m
112211211112	t	f	f	t	t	t
221211211112	t	f	f	t	t	t
121211211112	t	f	f	t	t	t
211211211112	t	m	f	m	t	m
111211211112	t	f	f	t	t	t
222111211112	t	t	f	f	t	t
122111211112	t	t	f	f	t	t
212111211112	t	t	f	f	t	t
112111211112	t	t	f	f	t	t
221111211112	t	t	f	f	t	t
121111211112	t	t	f	f	t	t
211111211112	t	t	f	f	t	t
111111211112	t	t	f	f	t	t
222222111112	t	f	f	t	t	t
122222111112	t	f	f	t	t	t
212222111112	t	m	f	t	t	m
112222111112	t	f	f	t	t	t
221222111112	t	f	f	t	t	t
121222111112	t	f	f	t	t	t
211222111112	t	m	f	t	t	m
111222111112	t	f	f	t	t	t
222122111112	t	m	f	m	t	m
122122111112	t	f	f	t	t	t
212122111112	t	t	f	t	t	f
112122111112	t	m	f	t	t	m
221122111112	t	m	f	m	t	m
121122111112	t	f	f	t	t	t
211122111112	t	t	f	t	t	f
111122111112	t	m	f	t	t	m
222212111112	t	m	f	t	t	m
122212111112	t	f	f	t	t	t
212212111112	t	t	f	t	t	f
112212111112	t	m	f	t	t	m
221212111112	t	m	f	t	t	m
121212111112	t	f	f	t	t	t
211212111112	t	t	f	t	t	f
111212111112	t	m	f	t	t	m
222112111112	t	t	f	t	t	f
122112111112	t	m	f	t	t	m
212112111112	t	t	f	t	t	f
112112111112	t	t	f	t	t	f
221112111112	t	t	f	t	t	f
121112111112	t	m	f	t	t	m
211112111112	t	t	f	t	t	f
111112111112	t	t	f	t	t	f
222221111112	t	f	f	t	t	t
122221111112	t	f	f	t	t	t
212221111112	t	m	f	t	t	m
112221111112	t	f	f	t	t	t
221221111112	t	f	f	t	t	t
121221111112	t	f	f	t	t	t
211221111112	t	m	f	t	t	m
111221111112	t	f	f	t	t	t
222121111112	t	t	f	f	t	t
122121111112	t	m	f	m	t	t
212121111112	t	t	f	t	t	f
112121111112	t	m	f	m	t	m
221121111112	t	t	f	f	t	t
121121111112	t	m	f	m	t	t
211121111112	t	t	f	t	t	f
111121111112	t	m	f	m	t	m
222211111112	t	m	f	t	t	m
122211111112	t	f	f	t	t	t
212211111112	t	t	f	t	t	f
112211111112	t	m	m	t	t	m
221211111112	t	m	f	t	t	m
121211111112	t	f	f	t	t	t
211211111112	t	t	f	t	t	f
111211111112	t	m	m	t	t	m
222111111112	t	t	f	t	t	f
122111111112	t	m	f	m	t	m
212111111112	t	t	f	t	t	f
112111111112	t	t	f	t	t	f
221111111112	t	t	f	t	t	f
121111111112	t	m	f	m	t	m
211111111112	t	t	f	t	t	f
111111111112	t	t	f	t	t	f
222222222221	t	f	f	t	t	t
122222222221	t	f	f	t	t	t
212222222221	t	m	m	t	t	m
112222222221	t	f	m	t	t	m
221222222221	t	f	f	t	t	t
121222222221	t	f	f	t	t	t
211222222221	t	m	m	t	t	m
111222222221	t	f	m	t	t	m
222122222221	t	m	f	m	t	m
122122222221	t	f	f	t	t	t
212122222221	t	t	f	t	t	f
112122222221	t	m	m	t	t	m
221122222221	t	m	f	m	m	m
121122222221	t	f	f	t	t	t
211122222221	t	t	f	t	t	f
111122222221	t	m	m	t	t	m
222212222221	t	m	f	t	t	m
122212222221	t	f	f	t	t	t
212212222221	t	m	m	t	t	f
112212222221	t	f	t	t	t	f
221212222221	t	m	f	t	t	m
121212222221	t	f	f	t	t	t
211212222221	t	m	m	t	t	f
111212222221	t	f	t	t	t	f
222112222221	t	t	f	t	t	f
122112222221	t	m	f	t	t	m
212112222221	t	t	f	t	t	f
112112222221	t	m	m	t	t	f
221112222221	t	t	f	t	t	f
121112222221	t	m	f	t	t	m
211112222221	t	t	f	t	t	f
111112222221	t	m	m	t	t	f
222221222221	t	f	f	t	t	t
122221222221	t	f	f	t	t	t
212221222221	t	f	t	t	t	f
112221222221	t	f	t	t	t	f
221221222221	t	f	f	t	t	t
121221222221	t	f	f	t	t	t
211221222221	t	f	t	t	t	f
111221222221	t	f	t	t	t	f
222121222221	t	t	f	f	t	t
122121222221	t	m	m	m	t	t
212121222221	t	t	t	f	t	f
112121222221	t	m	t	m	t	m
221121222221	t	t	f	f	t	t
121121222221	t	m	m	m	t	t
211121222221	t	t	t	f	t	f
111121222221	t	m	t	m	t	m
222211222221	t	m	m	t	t	m
122211222221	t	f	f	t	t	t
212211222221	t	f	t	t	t	f
112211222221	t	f	t	t	t	f
221211222221	t	m	m	t	t	m
121211222221	t	f	f	t	t	t
211211222221	t	f	t	t	t	f
111211222221	t	f	t	t	t	f
222111222221	t	t	m	m	t	m
122111222221	t	m	m	m	t	m
212111222221	t	t	t	f	t	f
112111222221	t	m	t	m	t	f
221111222221	t	t	m	m	t	m
121111222221	t	m	m	m	t	m
211111222221	t	t	t	f	t	f
111111222221	t	m	t	m	t	f
222222122221	t	m	f	t	t	m
122222122221	t	f	f	t	t	t
212222122221	t	m	m	t	t	f
112222122221	t	f	t	t	t	f
221222122221	t	m	f	t	t	m
121222122221	t	f	f	t	t	t
211222122221	t	m	m	t	t	f
111222122221	t	f	t	t	t	f
222122122221	t	t	f	t	t	f
122122122221	t	m	f	t	t	m
212122122221	t	t	f	t	t	f
112122122221	t	m	m	t	t	f
221122122221	t	t	f	t	t	f
121122122221	t	m	f	t	t	m
211122122221	t	t	f	t	t	f
111122122221	t	m	m	t	t	f
222212122221	t	t	f	t	t	f
122212122221	t	m	m	t	t	m
212212122221	t	m	m	t	t	f
112212122221	t	f	t	t	t	f
221212122221	t	t	f	t	t	f
121212122221	t	m	m	t	t	m
211212122221	t	m	m	t	t	f
111212122221	t	f	t	t	t	f
222112122221	t	t	f	t	t	f
122112122221	t	t	f	t	t	f
212112122221	t	t	f	t	t	f
112112122221	t	m	m	t	t	f
221112122221	t	t	f	t	t	f
121112122221	t	t	f	t	t	f
211112122221	t	t	f	t	t	f
111112122221	t	m	m	t	t	f
222221122221	t	m	m	t	t	m
122221122221	t	f	f	t	t	t
212221122221	t	f	t	t	t	f
112221122221	t	f	t	t	t	f
221221122221	t	m	m	t	t	m
121221122221	t	f	f	t	t	t
211221122221	t	f	t	t	t	f
111221122221	t	f	t	t	t	f
222121122221	t	t	f	t	t	f
122121122221	t	m	m	t	t	m
212121122221	t	m	m	m	t	f
112121122221	t	f	t	t	t	f
221121122221	t	t	f	t	t	f
121121122221	t	m	m	t	t	m
211121122221	t	m	m	m	m	f
111121122221	t	f	t	t	t	f
222211122221	t	m	m	t	t	f
122211122221	t	f	t	t	t	f
212211122221	t	f	t	t	t	f
112211122221	t	f	t	t	t	f
221211122221	t	m	m	t	t	f
121211122221	t	f	t	t	t	f
211211122221	t	f	t	t	t	f
111211122221	t	f	t	t	t	f
222111122221	t	t	f	t	t	f
122111122221	t	m	m	t	t	f
212111122221	t	m	m	m	t	f
112111122221	t	f	t	t	t	f
221111122221	t	t	f	t	t	f
121111122221	t	m	m	t	t	f
211111122221	t	m	m	m	t	f
111111122221	t	f	t	t	t	f
222222212221	t	f	f	t	t	t
122222212221	t	f	f	t	t	t
212222212221	t	m	f	t	t	m
112222212221	t	f	f	t	t	t
221222212221	t	f	f	t	t	t
121222212221	t	f	f	t	t	t
211222212221	t	m	f	t	t	m
111222212221	t	f	f	t	t	t
222122212221	t	m	f	m	t	m
122122212221	t	f	f	t	t	t
212122212221	t	t	f	t	t	f
112122212221	t	m	f	t	t	m
221122212221	t	m	f	m	m	m
121122212221	t	f	f	t	t	t
211122212221	t	t	f	t	t	f
111122212221	t	m	f	t	t	m
222212212221	t	m	f	t	t	m
122212212221	t	f	f	t	t	t
212212212221	t	t	f	t	t	f
112212212221	t	m	m	t	t	m
221212212221	t	m	f	t	t	m
121212212221	t	f	f	t	t	t
211212212221	t	t	f	t	t	f
111212212221	t	m	m	t	t	m
222112212221	t	t	f	t	t	f
122112212221	t	m	f	t	t	m
212112212221	t	t	f	t	t	f
112112212221	t	t	f	t	t	f
221112212221	t	t	f	t	t	f
121112212221	t	m	f	t	t	m
211112212221	t	t	f	t	t	f
111112212221	t	t	f	t	t	f
222221212221	t	f	f	t	t	t
122221212221	t	f	f	t	t	t
212221212221	t	m	m	t	t	m
112221212221	t	f	m	t	t	m
221221212221	t	f	f	t	t	t
121221212221	t	f	f	t	t	t
211221212221	t	m	m	t	t	m
111221212221	t	f	m	t	t	m
222121212221	t	t	f	f	t	t
122121212221	t	m	f	m	t	t
212121212221	t	t	m	m	t	m
112121212221	t	m	m	m	t	m
221121212221	t	t	f	f	t	t
121121212221	t	m	f	m	t	t
211121212221	t	t	m	m	t	m
111121212221	t	m	m	m	t	m
222211212221	t	m	f	t	t	m
122211212221	t	f	f	t	t	t
212211212221	t	m	m	t	t	f
112211212221	t	f	t	t	t	f
221211212221	t	m	f	t	t	m
121211212221	t	f	f	t	t	t
211211212221	t	m	m	t	t	f
111211212221	t	f	t	t	t	f
222111212221	t	t	f	m	t	m
122111212221	t	m	f	m	t	m
212111212221	t	t	m	m	t	f
112111212221	t	m	m	m	t	f
221111212221	t	t	f	m	t	m
121111212221	t	m	f	m	t	m
211111212221	t	t	m	m	t	f
111111212221	t	m	m	m	t	f
222222112221	t	m	f	t	t	m
122222112221	t	f	f	t	t	t
212222112221	t	t	f	t	t	f
112222112221	t	m	m	t	t	m
221222112221	t	m	f	t	t	m
121222112221	t	f	f	t	t	t
211222112221	t	t	f	t	t	f
111222112221	t	m	m	t	t	m
222122112221	t	t	f	t	t	f
122122112221	t	m	f	t	t	m
212122112221	t	t	f	t	t	f
112122112221	t	t	f	t	t	f
221122112221	t	t	f	t	t	f
121122112221	t	m	f	t	t	m
211122112221	t	t	f	t	t	f
111122112221	t	t	f	t	t	f
222212112221	t	t	f	t	t	f
122212112221	t	m	f	t	t	m
212212112221	t	t	f	t	t	f
112212112221	t	m	m	t	t	f
221212112221	t	t	f	t	t	f
121212112221	t	m	f	t	t	m
211212112221	t	t	f	t	t	f
111212112221	t	m	m	t	t	f
222112112221	t	t	f	t	t	f
122112112221	t	t	f	t	t	f
212112112221	t	t	f	t	t	f
112112112221	t	t	f	t	t	f
221112112221	t	t	f	t	t	f
121112112221	t	t	f	t	t	f
211112112221	t	t	f	t	t	f
111112112221	t	t	f	t	t	f
222221112221	t	m	f	t	t	m
122221112221	t	f	f	t	t	t
212221112221	t	m	m	t	t	f
112221112221	t	f	t	t	t	f
221221112221	t	m	f	t	t	m
121221112221	t	f	f	t	t	t
211221112221	t	m	m	t	t	f
111221112221	t	f	t	t	t	f
222121112221	t	t	f	t	t	f
122121112221	t	m	f	t	t	m
212121112221	t	t	f	t	t	f
112121112221	t	m	m	t	t	f
221121112221	t	t	f	t	t	f
121121112221	t	m	f	t	t	m
211121112221	t	t	f	t	t	f
111121112221	t	m	m	t	t	f
222211112221	t	t	f	t	t	f
122211112221	t	m	m	t	t	m
212211112221	t	m	m	t	t	f
112211112221	t	f	t	t	t	f
221211112221	t	t	f	t	t	f
121211112221	t	m	m	t	t	m
211211112221	t	m	m	t	t	f
111211112221	t	f	t	t	t	f
222111112221	t	t	f	t	t	f
122111112221	t	t	f	t	t	f
212111112221	t	t	f	t	t	f
112111112221	t	m	m	t	t	f
221111112221	t	t	f	t	t	f
121111112221	t	t	f	t	t	f
211111112221	t	t	f	t	t	f
111111112221	t	m	m	t	t	f
222222221221	t	f	f	t	t	t
122222221221	t	f	f	t	t	t
212222221221	t	f	m	t	t	m
112222221221	t	f	m	t	t	m
221222221221	t	f	f	t	t	t
121222221221	t	f	f	t	t	t
211222221221	t	f	m	t	t	m
111222221221	t	f	m	t	t	m
222122221221	t	f	f	t	t	t
122122221221	t	f	f	t	t	t
212122221221	t	m	m	t	t	m
112122221221	t	f	m	t	t	m
221122221221	t	f	f	t	t	t
121122221221	t	f	f	t	t	t
211122221221	t	m	m	t	t	m
111122221221	t	f	m	t	t	m
222212221221	t	f	f	t	t	t
122212221221	t	f	f	t	t	t
212212221221	t	f	t	t	t	f
112212221221	t	f	t	t	t	f
221212221221	t	f	f	t	t	t
121212221221	t	f	f	t	t	t
211212221221	t	f	t	t	t	f
111212221221	t	f	t	t	t	f
222112221221	t	m	f	t	t	m
122112221221	t	f	f	t	t	t
212112221221	t	m	m	t	t	f
112112221221	t	f	t	t	t	f
221112221221	t	m	f	t	t	m
121112221221	t	f	f	t	t	t
211112221221	t	m	m	t	t	f
111112221221	t	f	t	t	t	f
222221221221	t	f	f	t	t	t
122221221221	t	f	f	t	t	t
212221221221	t	f	t	t	t	f
112221221221	t	f	t	t	t	f
221221221221	t	f	f	t	t	t
121221221221	t	f	f	t	t	t
211221221221	t	f	t	t	t	f
111221221221	t	f	t	t	t	f
222121221221	t	m	m	m	t	t
122121221221	t	f	m	m	t	t
212121221221	t	m	t	m	t	m
112121221221	t	f	t	m	t	m
221121221221	t	m	m	m	t	t
121121221221	t	f	m	m	t	t
211121221221	t	m	t	m	t	m
111121221221	t	f	t	m	t	m
222211221221	t	f	f	t	t	t
122211221221	t	f	f	t	t	t
212211221221	t	f	t	t	t	f
112211221221	t	f	t	t	t	f
221211221221	t	f	f	t	t	t
121211221221	t	f	f	t	t	t
211211221221	t	f	t	t	t	f
111211221221	t	f	t	t	t	f
222111221221	t	m	m	m	t	m
122111221221	t	f	m	m	t	m
212111221221	t	m	t	m	t	f
112111221221	t	f	t	t	t	f
221111221221	t	m	m	m	t	m
121111221221	t	f	m	m	t	m
211111221221	t	m	t	m	t	f
111111221221	t	f	t	t	t	f
222222121221	t	f	f	t	t	t
122222121221	t	f	f	t	t	t
212222121221	t	f	t	t	t	f
112222121221	t	f	t	t	t	f
221222121221	t	f	f	t	t	t
121222121221	t	f	f	t	t	t
211222121221	t	f	t	t	t	f
111222121221	t	f	t	t	t	f
222122121221	t	m	f	t	t	m
122122121221	t	f	f	t	t	t
212122121221	t	m	m	t	t	f
112122121221	t	f	t	t	t	f
221122121221	t	m	f	t	t	m
121122121221	t	f	f	t	t	t
211122121221	t	m	m	t	t	f
111122121221	t	f	t	t	t	f
222212121221	t	m	m	t	t	m
122212121221	t	f	f	t	t	t
212212121221	t	f	t	t	t	f
112212121221	t	f	t	t	t	f
221212121221	t	m	m	t	t	m
121212121221	t	f	f	t	t	t
211212121221	t	f	t	t	t	f
111212121221	t	f	t	t	t	f
222112121221	t	t	f	t	t	f
122112121221	t	m	m	t	t	m
212112121221	t	m	m	t	t	f
112112121221	t	f	t	t	t	f
221112121221	t	t	f	t	t	f
121112121221	t	m	m	t	t	m
211112121221	t	m	m	t	t	f
111112121221	t	f	t	t	t	f
222221121221	t	f	f	t	t	t
122221121221	t	f	f	t	t	t
212221121221	t	f	t	t	t	f
112221121221	t	f	t	t	t	f
221221121221	t	f	f	t	t	t
121221121221	t	f	f	t	t	t
211221121221	t	f	t	t	t	f
111221121221	t	f	t	t	t	f
222121121221	t	m	m	t	t	m
122121121221	t	f	f	t	t	t
212121121221	t	f	t	t	t	f
112121121221	t	f	t	t	t	f
221121121221	t	m	m	t	t	m
121121121221	t	f	f	t	t	t
211121121221	t	f	t	t	t	f
111121121221	t	f	t	t	t	f
222211121221	t	f	t	t	t	f
122211121221	t	f	t	t	t	f
212211121221	t	f	t	t	t	f
112211121221	t	f	t	t	t	f
221211121221	t	f	t	t	t	f
121211121221	t	f	t	t	t	f
211211121221	t	f	t	t	t	f
111211121221	t	f	t	t	t	f
222111121221	t	m	m	t	t	f
122111121221	t	f	t	t	t	f
212111121221	t	f	t	t	t	f
112111121221	t	f	t	t	t	f
221111121221	t	m	m	t	t	f
121111121221	t	f	t	t	t	f
211111121221	t	f	t	t	t	f
111111121221	t	f	t	t	t	f
222222211221	t	f	f	t	t	t
122222211221	t	f	f	t	t	t
212222211221	t	f	f	t	t	t
112222211221	t	f	f	t	t	t
221222211221	t	f	f	t	t	t
121222211221	t	f	f	t	t	t
211222211221	t	f	f	t	t	t
111222211221	t	f	f	t	t	t
222122211221	t	f	f	t	t	t
122122211221	t	f	f	t	t	t
212122211221	t	m	f	t	t	m
112122211221	t	f	f	t	t	t
221122211221	t	f	f	t	t	t
121122211221	t	f	f	t	t	t
211122211221	t	m	f	t	t	m
111122211221	t	f	f	t	t	t
222212211221	t	f	f	t	t	t
122212211221	t	f	f	t	t	t
212212211221	t	m	m	t	t	m
112212211221	t	f	m	t	t	m
221212211221	t	f	f	t	t	t
121212211221	t	f	f	t	t	t
211212211221	t	m	m	t	t	m
111212211221	t	f	m	t	t	m
222112211221	t	m	f	t	t	m
122112211221	t	f	f	t	t	t
212112211221	t	t	f	t	t	f
112112211221	t	m	m	t	t	m
221112211221	t	m	f	t	t	m
121112211221	t	f	f	t	t	t
211112211221	t	t	f	t	t	f
111112211221	t	m	m	t	t	m
